STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER,RAPE
TAMIL NADU,MADURAI URBAN,2001,34,53,2
TAMIL NADU,NAGAPATTINAM,2001,36,74,12
TAMIL NADU,NAMAKKAL,2001,36,31,7
TAMIL NADU,NILGIRIS,2001,16,15,8
TAMIL NADU,PERAMBALUR,2001,10,16,3
TAMIL NADU,PUDUKOTTAI,2001,30,30,5
TAMIL NADU,RAMNATHAPURAM,2001,33,52,13
TAMIL NADU,SALEM RURAL,2001,78,43,8
TAMIL NADU,SALEM URBAN,2001,12,14,2
TAMIL NADU,SIVAGANGAI,2001,26,51,5
TAMIL NADU,THANJAVUR,2001,49,74,0
TAMIL NADU,THENI,2001,16,17,4
TAMIL NADU,THIRUNELVELI RURAL,2001,74,124,57
TAMIL NADU,THIRUNELVELI URBAN,2001,12,49,3
TAMIL NADU,THIRUVALLUR,2001,34,56,16
TAMIL NADU,THIRUVANNAMALAI,2001,44,34,5
TAMIL NADU,THIRUVARUR,2001,31,56,7
TAMIL NADU,THOOTHUGUDI,2001,69,98,12
TAMIL NADU,TRICHY RLY.,2001,0,0,0
TAMIL NADU,TRICHY RURAL,2001,52,40,6
TAMIL NADU,TRICHY URBAN,2001,24,19,5
TAMIL NADU,VELLORE,2001,78,56,13
TAMIL NADU,VILLUPURAM,2001,67,92,37
TAMIL NADU,VIRUDHUNAGAR,2001,57,53,17
TAMIL NADU,TOTAL,2001,1662,2204,423
TRIPURA,DHALAI,2001,35,0,11
TRIPURA,NORTH,2001,38,11,29
TRIPURA,SOUTH,2001,42,4,29
TRIPURA,WEST,2001,125,10,33
TRIPURA,TOTAL,2001,240,25,102
UTTAR PRADESH,AGRA,2001,153,162,66
UTTAR PRADESH,ALIGARH,2001,229,242,50
UTTAR PRADESH,ALLAHABAD,2001,167,224,42
UTTAR PRADESH,AMBEDKAR NAGAR,2001,46,49,19
UTTAR PRADESH,AURAIYA,2001,53,53,11
UTTAR PRADESH,AZAMGARH,2001,120,103,11
UTTAR PRADESH,BADAUN,2001,239,272,47
UTTAR PRADESH,BAGHPAT,2001,89,160,15
UTTAR PRADESH,BAHRAICH,2001,43,49,14
UTTAR PRADESH,BALLIA,2001,55,91,18
UTTAR PRADESH,BALRAMPUR,2001,26,28,8
UTTAR PRADESH,BANDA,2001,75,53,27
UTTAR PRADESH,BARABANKI,2001,88,85,41
UTTAR PRADESH,BAREILLY,2001,272,331,93
UTTAR PRADESH,BASTI,2001,48,51,18
UTTAR PRADESH,BIJNOR,2001,124,113,38
UTTAR PRADESH,BULANDSHAHAR,2001,250,209,31
UTTAR PRADESH,CHANDOLI,2001,35,30,4
UTTAR PRADESH,CHITRAKOOT DHAM,2001,28,16,8
UTTAR PRADESH,DEORIA,2001,48,97,7
UTTAR PRADESH,ETAH,2001,240,364,57
UTTAR PRADESH,ETAWAH,2001,82,92,20
UTTAR PRADESH,FAIZABAD,2001,77,48,22
UTTAR PRADESH,FATEHGARH,2001,120,86,9
UTTAR PRADESH,FATEHPUR,2001,132,56,28
UTTAR PRADESH,FIROZABAD,2001,135,169,22
UTTAR PRADESH,G.R.P.,2001,31,20,2
UTTAR PRADESH,GAUTAMBUDH NAGAR,2001,92,60,16
UTTAR PRADESH,GHAZIABAD,2001,230,381,31
UTTAR PRADESH,GHAZIPUR,2001,46,58,6
UTTAR PRADESH,GONDA,2001,68,101,18
UTTAR PRADESH,GORAKHPUR,2001,96,74,13
UTTAR PRADESH,HAMIRPUR,2001,66,33,14
UTTAR PRADESH,HARDOI,2001,182,153,70
UTTAR PRADESH,HATHRAS,2001,86,94,16
UTTAR PRADESH,J.P.NAGAR,2001,112,72,23
UTTAR PRADESH,JALAUN,2001,83,79,6
UTTAR PRADESH,JAUNPUR,2001,56,85,11
UTTAR PRADESH,JHANSI,2001,76,48,18
UTTAR PRADESH,KANNAUJ,2001,66,68,8
UTTAR PRADESH,KANPUR DEHAT,2001,85,67,21
UTTAR PRADESH,KANPUR NAGAR,2001,210,198,47
UTTAR PRADESH,KAUSHAMBI,2001,77,45,26
UTTAR PRADESH,KHIRI,2001,172,178,83
UTTAR PRADESH,KUSHI NAGAR,2001,69,48,7
UTTAR PRADESH,LALITPUR,2001,25,18,20
UTTAR PRADESH,LUCKNOW,2001,166,189,62
UTTAR PRADESH,MAHARAJGANJ,2001,39,22,13
UTTAR PRADESH,MAHOBA,2001,56,36,12
UTTAR PRADESH,MAINPURI,2001,136,151,13
UTTAR PRADESH,MATHURA,2001,125,170,25
UTTAR PRADESH,MAU,2001,49,49,17
UTTAR PRADESH,MEERUT,2001,275,239,28
UTTAR PRADESH,MIRZAPUR,2001,44,67,16
UTTAR PRADESH,MORADABAD,2001,213,171,44
UTTAR PRADESH,MUZAFFARNAGAR,2001,324,255,54
UTTAR PRADESH,PILIBHIT,2001,115,233,64
UTTAR PRADESH,PRATAPGARH,2001,76,123,18
UTTAR PRADESH,RAIBAREILLY,2001,87,63,58
UTTAR PRADESH,RAMPUR,2001,89,98,22
UTTAR PRADESH,SAHARANPUR,2001,101,128,41
UTTAR PRADESH,SANT KABIRNAGAR,2001,16,16,9
UTTAR PRADESH,SHAHJAHANPUR,2001,196,223,55
UTTAR PRADESH,SHRAWASTI,2001,35,30,13
UTTAR PRADESH,SIDHARTHNAGAR,2001,13,18,12
UTTAR PRADESH,SITAPUR,2001,162,139,85
UTTAR PRADESH,SONBHADRA,2001,33,23,5
UTTAR PRADESH,ST.RAVIDASNAGAR,2001,21,24,1
UTTAR PRADESH,SULTANPUR,2001,103,154,29
UTTAR PRADESH,UNNAO,2001,147,141,53
UTTAR PRADESH,VARANASI,2001,78,89,27
UTTAR PRADESH,TOTAL,2001,7601,7964,1958
UTTARAKHAND,ALMORA,2001,18,12,4
UTTARAKHAND,BAGESHWAR,2001,10,7,1
UTTARAKHAND,CHAMOLI,2001,13,6,3
UTTARAKHAND,CHAMPAWAT,2001,3,3,0
UTTARAKHAND,DEHRADUN,2001,32,66,12
UTTARAKHAND,HARIDWAR,2001,94,75,13
UTTARAKHAND,NAINITAL,2001,36,31,5
UTTARAKHAND,PAURI GARHWAL,2001,26,9,7
UTTARAKHAND,PITHORAGARH,2001,8,3,7
UTTARAKHAND,RUDRA PRAYAG,2001,5,2,2
UTTARAKHAND,TEHRI GARHWAL,2001,7,10,2
UTTARAKHAND,UDHAMSINGH NAGAR,2001,54,44,10
UTTARAKHAND,UTTARKASHI,2001,10,11,8
UTTARAKHAND,TOTAL,2001,316,279,74
WEST BENGAL,24 PARGANAS NORTH,2001,202,23,53
WEST BENGAL,24 PARGANAS SOUTH,2001,107,5,47
WEST BENGAL,ASANSOL,2001,9,7,0
WEST BENGAL,BANKURA,2001,35,32,26
WEST BENGAL,BIRBHUM,2001,76,40,43
WEST BENGAL,BURDWAN,2001,133,4,46
WEST BENGAL,COOCHBEHAR,2001,37,1,36
WEST BENGAL,DAKSHIN DINAJPUR,2001,25,0,10
WEST BENGAL,DARJEELING,2001,46,3,20
WEST BENGAL,HOOGHLY,2001,81,22,29
WEST BENGAL,HOWRAH,2001,28,8,2
WEST BENGAL,HOWRAH CITY,2001,21,8,7
WEST BENGAL,HOWRAH G.R.P.,2001,18,0,1
WEST BENGAL,JALPAIGURI,2001,152,30,54
WEST BENGAL,KOLKATA,2001,65,152,19
WEST BENGAL,MALDA,2001,55,27,40
WEST BENGAL,MIDNAPUR,2001,120,20,84
WEST BENGAL,MURSHIDABAD,2001,130,10,66
WEST BENGAL,NADIA,2001,124,0,71
WEST BENGAL,PURULIA,2001,69,0,23
WEST BENGAL,SEALDAH G.R.P.,2001,23,6,1
WEST BENGAL,SILIGURI G.R.P.,2001,2,0,0
WEST BENGAL,UTTAR DINAJPUR,2001,36,51,31
WEST BENGAL,TOTAL,2001,1594,449,709
A & N ISLANDS,ANDAMAN,2001,13,0,3
A & N ISLANDS,NICOBAR,2001,0,0,0
A & N ISLANDS,TOTAL,2001,13,0,3
CHANDIGARH,CHANDIGARH,2001,15,10,18
CHANDIGARH,TOTAL,2001,15,10,18
D & N HAVELI,D and N HAVELI,2001,3,2,6
D & N HAVELI,TOTAL,2001,3,2,6
DAMAN & DIU,DAMAN,2001,6,5,0
DAMAN & DIU,DIU,2001,1,0,0
DAMAN & DIU,TOTAL,2001,7,5,0
DELHI UT,CENTRAL,2001,29,42,28
DELHI UT,DELHI UT TOTAL,2001,547,510,381
DELHI UT,EAST,2001,56,51,24
DELHI UT,G.R.P.(RLY),2001,11,4,1
DELHI UT,I.G.I. AIRPORT,2001,2,2,0
DELHI UT,NEW DELHI,2001,11,14,9
DELHI UT,NORTH,2001,28,33,28
DELHI UT,NORTH EAST,2001,62,79,36
DELHI UT,NORTH WEST,2001,134,107,103
DELHI UT,S.T.F.,2001,0,0,0
DELHI UT,SOUTH,2001,83,75,65
DELHI UT,SOUTH WEST,2001,61,52,42
DELHI UT,WEST,2001,70,51,45
LAKSHADWEEP,LAKSHADWEEP,2001,1,0,0
LAKSHADWEEP,TOTAL,2001,1,0,0
PUDUCHERRY,PONDICHERRY,2001,25,32,9
PUDUCHERRY,TOTAL,2001,25,32,9
ANDHRA PRADESH,ADILABAD,2002,100,79,37
ANDHRA PRADESH,ANANTAPUR,2002,166,113,28
ANDHRA PRADESH,CHITTOOR,2002,105,66,28
ANDHRA PRADESH,CUDDAPAH,2002,91,0,16
ANDHRA PRADESH,EAST GODAVARI,2002,97,102,25
ANDHRA PRADESH,GUNTAKAL RLY.,2002,0,0,1
ANDHRA PRADESH,GUNTUR,2002,143,77,46
ANDHRA PRADESH,HYDERABAD CITY,2002,117,109,57
ANDHRA PRADESH,KARIMNAGAR,2002,160,88,99
ANDHRA PRADESH,KHAMMAM,2002,106,55,48
ANDHRA PRADESH,KRISHNA,2002,92,66,41
ANDHRA PRADESH,KURNOOL,2002,124,98,45
ANDHRA PRADESH,MAHABOOBNAGAR,2002,171,84,85
ANDHRA PRADESH,MEDAK,2002,103,50,68
ANDHRA PRADESH,NALGONDA,2002,109,53,41
ANDHRA PRADESH,NELLORE,2002,84,93,46
ANDHRA PRADESH,NIZAMABAD,2002,93,42,35
ANDHRA PRADESH,PRAKASHAM,2002,67,79,21
ANDHRA PRADESH,RANGA REDDY,2002,214,107,49
ANDHRA PRADESH,SECUNDERABAD RLY.,2002,12,0,0
ANDHRA PRADESH,SRIKAKULAM,2002,27,9,14
ANDHRA PRADESH,VIJAYAWADA,2002,39,49,31
ANDHRA PRADESH,VIJAYAWADA RLY.,2002,3,0,1
ANDHRA PRADESH,VISAKHA RURAL,2002,54,25,14
ANDHRA PRADESH,VISAKHAPATNAM,2002,20,15,8
ANDHRA PRADESH,VIZIANAGARAM,2002,28,22,12
ANDHRA PRADESH,WARANGAL,2002,131,72,52
ANDHRA PRADESH,WEST GODAVARI,2002,69,91,54
ANDHRA PRADESH,TOTAL,2002,2525,1644,1002
ARUNACHAL PRADESH,CHANGLANG,2002,9,4,3
ARUNACHAL PRADESH,DIBANG VALLEY,2002,6,4,5
ARUNACHAL PRADESH,KAMENG EAST,2002,3,2,1
ARUNACHAL PRADESH,KAMENG WEST,2002,3,3,0
ARUNACHAL PRADESH,LOHIT,2002,14,2,3
ARUNACHAL PRADESH,PAPUM PARE,2002,3,3,3
ARUNACHAL PRADESH,SIANG EAST,2002,3,0,11
ARUNACHAL PRADESH,SIANG UPPER,2002,0,1,3
ARUNACHAL PRADESH,SIANG WEST,2002,4,7,4
ARUNACHAL PRADESH,SUBANSIRI LOWER,2002,8,3,1
ARUNACHAL PRADESH,SUBANSIRI UPPER,2002,5,2,2
ARUNACHAL PRADESH,TAWANG,2002,0,0,1
ARUNACHAL PRADESH,TIRAP,2002,3,7,1
ARUNACHAL PRADESH,TOTAL,2002,61,38,38
ASSAM,BARPETA,2002,43,20,55
ASSAM,BONGAIGAON,2002,47,0,21
ASSAM,C.I.D.,2002,0,0,0
ASSAM,CACHAR,2002,57,44,71
ASSAM,DARRANG,2002,31,7,33
ASSAM,DHEMAJI,2002,30,15,48
ASSAM,DHUBRI,2002,60,16,46
ASSAM,DIBRUGARH,2002,97,35,45
ASSAM,G.R.P.,2002,6,0,0
ASSAM,GOALPARA,2002,24,18,40
ASSAM,GOLAGHAT,2002,57,9,42
ASSAM,GUWAHATI CITY,2002,60,18,60
ASSAM,HAILAKANDI,2002,26,5,24
ASSAM,JORHAT,2002,37,13,36
ASSAM,KAMRUP,2002,34,31,41
ASSAM,KARBI ANGLONG,2002,41,3,5
ASSAM,KARIMGANJ,2002,43,12,23
ASSAM,KOKRAJHAR,2002,62,20,15
ASSAM,LAKHIMPUR,2002,26,34,69
ASSAM,MORIGAON,2002,23,8,40
ASSAM,N.C.HILLS,2002,25,16,2
ASSAM,NAGAON,2002,78,40,61
ASSAM,NALBARI,2002,47,56,27
ASSAM,R.P.O.,2002,0,0,1
ASSAM,SIBSAGAR,2002,75,20,57
ASSAM,SONITPUR,2002,109,22,67
ASSAM,TINSUKIA,2002,115,17,41
ASSAM,TOTAL,2002,1253,479,970
BIHAR,ARARIA,2002,61,15,101
BIHAR,ARWAL,2002,44,58,0
BIHAR,AURANGABAD,2002,96,38,12
BIHAR,BAGAHA,2002,27,71,23
BIHAR,BANKA,2002,100,18,27
BIHAR,BEGUSARAI,2002,138,139,20
BIHAR,BETTIAH,2002,100,229,55
BIHAR,BHABHUA,2002,48,10,17
BIHAR,BHAGALPUR,2002,107,46,40
BIHAR,BHOJPUR,2002,147,41,17
BIHAR,BUXAR,2002,60,80,17
BIHAR,DARBHANGA,2002,72,79,52
BIHAR,GAYA,2002,218,149,31
BIHAR,GOPALGANJ,2002,69,89,16
BIHAR,JAMALPUR RLY.,2002,6,5,0
BIHAR,JAMUI,2002,56,203,15
BIHAR,JEHANABAD,2002,73,55,7
BIHAR,KATIHAR,2002,67,25,77
BIHAR,KATIHAR RLY.,2002,14,0,2
BIHAR,KHAGARIA,2002,66,23,15
BIHAR,KISHANGANJ,2002,30,2,20
BIHAR,LAKHISARAI,2002,67,36,2
BIHAR,MADHEPURA,2002,50,23,10
BIHAR,MADHUBANI,2002,66,86,31
BIHAR,MOTIHARI,2002,97,47,41
BIHAR,MUNGER,2002,63,124,11
BIHAR,MUZAFFARPUR,2002,130,92,60
BIHAR,MUZAFFARPUR RLY.,2002,18,1,2
BIHAR,NALANDA,2002,175,191,32
BIHAR,NAUGACHIA,2002,35,4,11
BIHAR,NAWADAH,2002,69,87,34
BIHAR,PATNA,2002,472,682,37
BIHAR,PATNA RLY.,2002,29,24,2
BIHAR,PURNEA,2002,96,75,46
BIHAR,ROHTAS,2002,132,35,15
BIHAR,SAHARSA,2002,39,106,11
BIHAR,SAMASTIPUR,2002,119,120,22
BIHAR,SARAN,2002,100,63,12
BIHAR,SHEIKHPURA,2002,33,18,6
BIHAR,SHEOHAR,2002,10,0,14
BIHAR,SITAMARHI,2002,54,19,31
BIHAR,SIWAN,2002,117,163,8
BIHAR,SUPAUL,2002,43,46,22
BIHAR,VAISHALI,2002,99,109,16
BIHAR,TOTAL,2002,3712,3526,1040
CHHATTISGARH,BALRAMPUR,2002,30,21,30
CHHATTISGARH,BILASPUR,2002,56,43,72
CHHATTISGARH,BIZAPUR,2002,19,18,7
CHHATTISGARH,DANTEWARA,2002,59,29,9
CHHATTISGARH,DHAMTARI,2002,16,12,26
CHHATTISGARH,DURG,2002,72,65,132
CHHATTISGARH,GRP RAIPUR,2002,2,1,5
CHHATTISGARH,JAGDALPUR,2002,70,34,46
CHHATTISGARH,JANJGIR,2002,43,24,42
CHHATTISGARH,JASHPUR,2002,54,14,35
CHHATTISGARH,KABIRDHAM,2002,18,6,20
CHHATTISGARH,KANKER,2002,35,6,37
CHHATTISGARH,KORBA,2002,40,10,38
CHHATTISGARH,KORIYA,2002,21,15,58
CHHATTISGARH,MAHASAMUND,2002,15,16,33
CHHATTISGARH,RAIGARH,2002,56,24,39
CHHATTISGARH,RAIPUR,2002,86,63,159
CHHATTISGARH,RAJNANDGAON,2002,51,17,62
CHHATTISGARH,SARGUJA,2002,101,35,142
CHHATTISGARH,TOTAL,2002,844,453,992
GOA,NORTH GOA,2002,18,11,9
GOA,SOUTH GOA,2002,12,9,3
GOA,TOTAL,2002,30,20,12
GUJARAT,AHMEDABAD COMMR.,2002,222,143,12
GUJARAT,AHMEDABAD RURAL,2002,63,24,7
GUJARAT,AHWA-DANG,2002,6,1,4
GUJARAT,AMRELI,2002,21,17,4
GUJARAT,ANAND,2002,48,31,8
GUJARAT,BHARUCH,2002,47,25,7
GUJARAT,BHAVNAGAR,2002,59,43,9
GUJARAT,DAHOD,2002,64,14,14
GUJARAT,GANDHINAGAR,2002,31,7,7
GUJARAT,HIMATNAGAR,2002,71,23,11
GUJARAT,JAMNAGAR,2002,39,24,25
GUJARAT,JUNAGADH,2002,55,22,10
GUJARAT,KHEDA NORTH,2002,56,18,9
GUJARAT,KUTCH,2002,35,22,3
GUJARAT,MEHSANA,2002,49,43,13
GUJARAT,NARMADA,2002,16,4,7
GUJARAT,NAVSARI,2002,26,4,5
GUJARAT,PALANPUR,2002,38,31,16
GUJARAT,PANCHMAHAL,2002,83,18,4
GUJARAT,PATAN,2002,24,13,3
GUJARAT,PORBANDAR,2002,7,7,4
GUJARAT,RAJKOT COMMR.,2002,35,33,6
GUJARAT,RAJKOT RURAL,2002,41,30,15
GUJARAT,SURAT COMMR.,2002,81,28,18
GUJARAT,SURAT RURAL,2002,78,7,10
GUJARAT,SURENDRANAGAR,2002,40,30,13
GUJARAT,VADODARA COMMR.,2002,56,47,5
GUJARAT,VADODARA RURAL,2002,81,29,12
GUJARAT,VALSAD,2002,39,14,3
GUJARAT,W.RLY,2002,21,7,3
GUJARAT,TOTAL,2002,1532,759,267
HARYANA,AMBALA,2002,25,18,15
HARYANA,BHIWANI,2002,35,24,17
HARYANA,FARIDABAD,2002,57,38,37
HARYANA,FATEHABAD,2002,16,21,7
HARYANA,GRP,2002,25,1,1
HARYANA,GURGAON,2002,66,50,27
HARYANA,HISSAR,2002,52,49,15
HARYANA,JHAJJAR,2002,41,25,18
HARYANA,JIND,2002,33,13,19
HARYANA,KAITHAL,2002,26,21,7
HARYANA,KARNAL,2002,39,28,37
HARYANA,KURUKSHETRA,2002,31,13,15
HARYANA,MAHENDRAGARH,2002,21,9,16
HARYANA,PANCHKULA,2002,7,2,13
HARYANA,PANIPAT,2002,46,25,43
HARYANA,REWARI,2002,21,9,10
HARYANA,ROHTAK,2002,63,39,17
HARYANA,SIRSA,2002,43,37,20
HARYANA,SONIPAT,2002,82,49,14
HARYANA,YAMUNANAGAR,2002,31,16,13
HARYANA,TOTAL,2002,760,487,361
HIMACHAL PRADESH,BILASPUR,2002,11,15,9
HIMACHAL PRADESH,CHAMBA,2002,15,2,16
HIMACHAL PRADESH,G.R.P.,2002,0,0,0
HIMACHAL PRADESH,HAMIRPUR,2002,8,6,3
HIMACHAL PRADESH,KANGRA,2002,28,22,14
HIMACHAL PRADESH,KINNAUR,2002,2,0,4
HIMACHAL PRADESH,KULLU,2002,8,2,14
HIMACHAL PRADESH,LAHAUL-SPITI,2002,2,0,0
HIMACHAL PRADESH,MANDI,2002,5,9,24
HIMACHAL PRADESH,SHIMLA,2002,15,10,27
HIMACHAL PRADESH,SIRMAUR,2002,9,9,11
HIMACHAL PRADESH,SOLAN,2002,7,6,9
HIMACHAL PRADESH,UNA,2002,13,5,6
HIMACHAL PRADESH,TOTAL,2002,123,86,137
JAMMU & KASHMIR,ANANTNAG,2002,86,96,16
JAMMU & KASHMIR,AWANTIPORA,2002,26,0,1
JAMMU & KASHMIR,BARAMULLA,2002,121,111,14
JAMMU & KASHMIR,BORDER,2002,7,26,5
JAMMU & KASHMIR,BUDGAM,2002,46,23,12
JAMMU & KASHMIR,CRIME JAMMU,2002,1,0,0
JAMMU & KASHMIR,CRIME SRINAGAR,2002,1,0,0
JAMMU & KASHMIR,DODA,2002,105,118,15
JAMMU & KASHMIR,GANDERBAL,2002,22,5,7
JAMMU & KASHMIR,HANDWARA,2002,47,72,0
JAMMU & KASHMIR,JAMMU,2002,23,79,7
JAMMU & KASHMIR,KARGIL,2002,0,1,1
JAMMU & KASHMIR,KATHUA,2002,15,25,11
JAMMU & KASHMIR,KULGAM,2002,41,4,7
JAMMU & KASHMIR,KUPWARA,2002,56,124,5
JAMMU & KASHMIR,LEH,2002,6,1,3
JAMMU & KASHMIR,POONCH,2002,84,140,9
JAMMU & KASHMIR,PULWAMA,2002,55,109,12
JAMMU & KASHMIR,RAILWAYS,2002,2,0,0
JAMMU & KASHMIR,RAJOURI,2002,97,104,13
JAMMU & KASHMIR,RAMBAN,2002,62,69,7
JAMMU & KASHMIR,REASI,2002,45,62,8
JAMMU & KASHMIR,SRINAGAR,2002,86,50,24
JAMMU & KASHMIR,UDHAMPUR,2002,14,21,15
JAMMU & KASHMIR,TOTAL,2002,1048,1240,192
JHARKHAND,BOKARO,2002,58,108,48
JHARKHAND,CHAIBASA,2002,134,42,37
JHARKHAND,CHATRA,2002,31,4,18
JHARKHAND,DEOGHAR,2002,36,34,37
JHARKHAND,DHANBAD,2002,88,42,38
JHARKHAND,DHANBAD RLY.,2002,5,0,2
JHARKHAND,DUMKA,2002,67,149,50
JHARKHAND,GARHWA,2002,39,17,32
JHARKHAND,GIRIDIH,2002,72,27,39
JHARKHAND,GODDA,2002,31,36,86
JHARKHAND,GUMLA,2002,108,32,31
JHARKHAND,HAZARIBAGH,2002,86,59,71
JHARKHAND,JAMSHEDPUR,2002,81,180,76
JHARKHAND,JAMSHEDPUR RLY.,2002,2,0,1
JHARKHAND,JAMTARA,2002,18,33,25
JHARKHAND,KODERMA,2002,30,25,6
JHARKHAND,LATEHAR,2002,43,14,12
JHARKHAND,LOHARDAGGA,2002,44,9,14
JHARKHAND,PAKUR,2002,37,7,37
JHARKHAND,PALAMU,2002,69,48,14
JHARKHAND,RANCHI,2002,270,161,55
JHARKHAND,SAHEBGANJ,2002,45,58,26
JHARKHAND,SARAIKELA,2002,51,36,26
JHARKHAND,SIMDEGA,2002,43,22,16
JHARKHAND,TOTAL,2002,1488,1143,797
KARNATAKA,BAGALKOT,2002,51,38,4
KARNATAKA,BANGALORE COMMR.,2002,201,311,32
KARNATAKA,BANGALORE RURAL,2002,153,114,22
KARNATAKA,BELGAUM,2002,113,60,6
KARNATAKA,BELLARY,2002,62,58,11
KARNATAKA,BIDAR,2002,49,62,8
KARNATAKA,BIJAPUR,2002,62,53,3
KARNATAKA,CHAMARAJNAGAR,2002,29,24,4
KARNATAKA,CHICKMAGALUR,2002,36,64,18
KARNATAKA,CHITRADURGA,2002,37,18,12
KARNATAKA,DAKSHIN KANNADA,2002,26,27,9
KARNATAKA,DAVANAGERE,2002,57,26,14
KARNATAKA,DHARWAD COMMR.,2002,17,36,1
KARNATAKA,DHARWAD RURAL,2002,35,13,0
KARNATAKA,GADAG,2002,15,22,3
KARNATAKA,GULBARGA,2002,79,76,24
KARNATAKA,HASSAN,2002,74,65,11
KARNATAKA,HAVERI,2002,18,19,2
KARNATAKA,K.G.F.,2002,14,16,6
KARNATAKA,KODAGU,2002,35,29,4
KARNATAKA,KOLAR,2002,73,71,18
KARNATAKA,KOPPAL,2002,19,37,6
KARNATAKA,MANDYA,2002,61,56,30
KARNATAKA,MYSORE COMMR.,2002,22,38,7
KARNATAKA,MYSORE RURAL,2002,62,45,5
KARNATAKA,RAICHUR,2002,59,67,6
KARNATAKA,RAILWAYS,2002,14,1,0
KARNATAKA,SHIMOGA,2002,53,47,11
KARNATAKA,TUMKUR,2002,58,49,9
KARNATAKA,UDUPI,2002,15,22,1
KARNATAKA,UTTAR KANNADA,2002,28,12,5
KARNATAKA,TOTAL,2002,1627,1576,292
KERALA,ALAPUZHA,2002,18,30,13
KERALA,CBCID,2002,15,8,0
KERALA,ERNAKULAM,2002,36,80,27
KERALA,IDUKKI,2002,32,18,26
KERALA,KANNUR,2002,28,63,21
KERALA,KASARGOD,2002,20,22,25
KERALA,KOLLAM,2002,41,49,60
KERALA,KOTTAYAM,2002,20,22,28
KERALA,KOZHIKODE,2002,21,39,53
KERALA,MALAPPURAM,2002,26,28,70
KERALA,PALAKKAD,2002,51,42,48
KERALA,PATHANAMTHITTA,2002,28,24,12
KERALA,RAILWAYS,2002,0,0,0
KERALA,THRISSUR,2002,52,59,30
KERALA,TRIVANDRUM,2002,58,69,56
KERALA,WAYANADU,2002,8,9,30
KERALA,TOTAL,2002,454,562,499
MADHYA PRADESH,BALAGHAT,2002,69,41,87
MADHYA PRADESH,BARWANI,2002,37,34,30
MADHYA PRADESH,BETUL,2002,65,50,115
MADHYA PRADESH,BHIND,2002,72,106,33
MADHYA PRADESH,BHOPAL,2002,62,92,98
MADHYA PRADESH,BHOPAL RLY.,2002,7,5,1
MADHYA PRADESH,CHHATARPUR,2002,70,66,76
MADHYA PRADESH,CHHINDWARA,2002,81,46,82
MADHYA PRADESH,DAMOH,2002,49,57,57
MADHYA PRADESH,DATIYA,2002,54,63,22
MADHYA PRADESH,DEWAS,2002,53,76,97
MADHYA PRADESH,DHAR,2002,90,101,74
MADHYA PRADESH,DINDORI,2002,26,7,26
MADHYA PRADESH,GUNA,2002,64,74,148
MADHYA PRADESH,GWALIOR,2002,102,126,69
MADHYA PRADESH,HARDA,2002,18,13,28
MADHYA PRADESH,HOSHANGABAD,2002,48,86,62
MADHYA PRADESH,INDORE,2002,109,135,93
MADHYA PRADESH,INDORE RLY.,2002,3,4,1
MADHYA PRADESH,JABALPUR,2002,73,146,80
MADHYA PRADESH,JABALPUR RLY.,2002,2,2,0
MADHYA PRADESH,JHABUA,2002,133,129,29
MADHYA PRADESH,KATNI,2002,40,37,37
MADHYA PRADESH,KHANDWA,2002,33,41,71
MADHYA PRADESH,KHARGON,2002,37,39,50
MADHYA PRADESH,MANDLA,2002,21,26,43
MADHYA PRADESH,MANDSAUR,2002,34,38,45
MADHYA PRADESH,MORENA,2002,62,116,46
MADHYA PRADESH,NARSINGHPUR,2002,48,53,88
MADHYA PRADESH,NEEMUCH,2002,19,23,26
MADHYA PRADESH,PANNA,2002,35,30,35
MADHYA PRADESH,RAISEN,2002,34,70,98
MADHYA PRADESH,RAJGARH,2002,36,57,80
MADHYA PRADESH,RATLAM,2002,36,47,67
MADHYA PRADESH,REWA,2002,68,40,32
MADHYA PRADESH,SAGAR,2002,81,120,136
MADHYA PRADESH,SATNA,2002,62,72,66
MADHYA PRADESH,SEONI,2002,40,15,44
MADHYA PRADESH,SHAHDOL,2002,51,34,72
MADHYA PRADESH,SHAJAPUR,2002,42,57,84
MADHYA PRADESH,SHEOPUR,2002,20,36,28
MADHYA PRADESH,SHIVPURI,2002,71,77,73
MADHYA PRADESH,SIDHI,2002,48,25,46
MADHYA PRADESH,SIHORE,2002,21,61,63
MADHYA PRADESH,TIKAMGARH,2002,45,58,51
MADHYA PRADESH,UJJAIN,2002,54,172,68
MADHYA PRADESH,UMARIYA,2002,28,7,20
MADHYA PRADESH,VIDISHA,2002,42,54,114
MADHYA PRADESH,TOTAL,2002,2395,2864,2891
MAHARASHTRA,AHMEDNAGAR,2002,82,45,45
MAHARASHTRA,AKOLA,2002,59,34,28
MAHARASHTRA,AMRAVATI COMMR.,2002,27,25,18
MAHARASHTRA,AMRAVATI RURAL,2002,58,36,66
MAHARASHTRA,AURANGABAD COMMR.,2002,32,18,8
MAHARASHTRA,AURANGABAD RURAL,2002,50,29,12
MAHARASHTRA,BEED,2002,69,51,25
MAHARASHTRA,BHANDARA,2002,36,13,32
MAHARASHTRA,BULDHANA,2002,50,35,30
MAHARASHTRA,CHANDRAPUR,2002,52,19,29
MAHARASHTRA,DHULE,2002,46,25,16
